theta_hid_log[2], theta_out_log[1]
1.69516, -0.699396, 2.17543
1.69611, -0.699785, 2.17639
1.69706, -0.700171, 2.17736
1.698, -0.700557, 2.17831
1.69894, -0.70094, 2.17927
1.69988, -0.701322, 2.18022
1.70081, -0.701703, 2.18117
1.70173, -0.702082, 2.18211
1.70266, -0.70246, 2.18305
1.70357, -0.702836, 2.18398
1.70449, -0.70321, 2.18491
1.7054, -0.703584, 2.18584
1.7063, -0.703955, 2.18676
1.70721, -0.704326, 2.18768
1.70811, -0.704695, 2.1886
1.709, -0.705062, 2.18951
1.70989, -0.705429, 2.19042
1.71078, -0.705793, 2.19132
1.71166, -0.706157, 2.19223
1.71254, -0.706519, 2.19312
1.71342, -0.706879, 2.19402
1.71429, -0.707239, 2.19491
1.71516, -0.707597, 2.1958
1.71602, -0.707953, 2.19668
1.71688, -0.708309, 2.19756
1.71774, -0.708663, 2.19844
1.71859, -0.709016, 2.19931
1.71944, -0.709367, 2.20018
1.72029, -0.709717, 2.20105
1.72113, -0.710066, 2.20191
1.72197, -0.710414, 2.20277
1.72281, -0.71076, 2.20363
1.72364, -0.711105, 2.20448
1.72447, -0.711449, 2.20534
1.7253, -0.711792, 2.20618
1.72612, -0.712133, 2.20703
1.72694, -0.712474, 2.20787
1.72776, -0.712813, 2.20871
1.72857, -0.713151, 2.20954
1.72938, -0.713487, 2.21037
1.73019, -0.713823, 2.2112
1.731, -0.714157, 2.21203
1.7318, -0.71449, 2.21285
1.73259, -0.714822, 2.21367
1.73339, -0.715153, 2.21449
1.73418, -0.715483, 2.2153
1.73497, -0.715812, 2.21611
1.73575, -0.716139, 2.21692
1.73654, -0.716465, 2.21772
1.73732, -0.716791, 2.21853
1.73809, -0.717115, 2.21933
1.73887, -0.717438, 2.22012
1.73964, -0.71776, 2.22092
1.7404, -0.718081, 2.22171
1.74117, -0.718401, 2.2225
1.74193, -0.718719, 2.22328
1.74269, -0.719037, 2.22406
1.74345, -0.719354, 2.22484
1.7442, -0.719669, 2.22562
1.74495, -0.719984, 2.2264
1.7457, -0.720297, 2.22717
1.74644, -0.72061, 2.22794
1.74719, -0.720921, 2.2287
1.74792, -0.721232, 2.22947
1.74866, -0.721541, 2.23023
1.7494, -0.72185, 2.23099
1.75013, -0.722157, 2.23174
1.75086, -0.722464, 2.2325
1.75158, -0.722769, 2.23325
1.75231, -0.723074, 2.234
1.75303, -0.723377, 2.23474
1.75375, -0.72368, 2.23549
1.75446, -0.723981, 2.23623
1.75518, -0.724282, 2.23697
1.75589, -0.724582, 2.2377
1.75659, -0.724881, 2.23844
1.7573, -0.725178, 2.23917
1.758, -0.725475, 2.2399
1.75871, -0.725771, 2.24062
1.7594, -0.726066, 2.24135
1.7601, -0.726361, 2.24207
1.76079, -0.726654, 2.24279
1.76148, -0.726946, 2.24351
1.76217, -0.727238, 2.24422
1.76286, -0.727528, 2.24493
1.76354, -0.727818, 2.24564
1.76423, -0.728107, 2.24635
1.76491, -0.728395, 2.24706
1.76558, -0.728682, 2.24776
1.76626, -0.728968, 2.24846
1.76693, -0.729253, 2.24916
1.7676, -0.729538, 2.24986
1.76827, -0.729822, 2.25055
1.76893, -0.730104, 2.25125
1.7696, -0.730386, 2.25194
1.77026, -0.730668, 2.25263
1.77092, -0.730948, 2.25331
1.77158, -0.731227, 2.254
1.77223, -0.731506, 2.25468
1.77288, -0.731784, 2.25536
1.77353, -0.732061, 2.25604
1.77418, -0.732337, 2.25671
1.77483, -0.732613, 2.25738
1.77547, -0.732887, 2.25806
1.77612, -0.733161, 2.25873
1.77676, -0.733434, 2.25939
1.77739, -0.733706, 2.26006
1.77803, -0.733978, 2.26072
1.77866, -0.734249, 2.26138
1.7793, -0.734519, 2.26204
1.77821, -0.732627, 2.25799
1.77713, -0.730758, 2.25398
1.77607, -0.728912, 2.25001
1.77503, -0.727088, 2.24608
1.77399, -0.725285, 2.24219
1.77297, -0.723504, 2.23835
1.77196, -0.721744, 2.23455
1.77096, -0.720005, 2.23079
1.76997, -0.718286, 2.22706
1.769, -0.716587, 2.22338
1.76803, -0.714908, 2.21973
1.76708, -0.713248, 2.21613
1.76614, -0.711607, 2.21256
1.76521, -0.709986, 2.20902
1.76429, -0.708382, 2.20552
1.76338, -0.706797, 2.20206
1.76249, -0.70523, 2.19864
1.7616, -0.70368, 2.19524
1.76072, -0.702148, 2.19189
1.75985, -0.700633, 2.18856
1.75899, -0.699134, 2.18527
1.75814, -0.697652, 2.18201
1.7573, -0.696186, 2.17878
1.75647, -0.694737, 2.17559
1.75565, -0.693303, 2.17242
1.75484, -0.691884, 2.16929
1.75403, -0.690481, 2.16619
1.75324, -0.689092, 2.16311
1.75245, -0.687719, 2.16007
1.75167, -0.686359, 2.15705
1.7509, -0.685014, 2.15406
1.75014, -0.683684, 2.1511
1.74938, -0.682367, 2.14817
1.74864, -0.681063, 2.14527
1.7479, -0.679773, 2.14239
1.74717, -0.678496, 2.13954
1.74644, -0.677232, 2.13671
1.74572, -0.675981, 2.13391
1.74502, -0.674742, 2.13113
1.74431, -0.673516, 2.12838
1.74362, -0.672302, 2.12566
1.74293, -0.671099, 2.12296
1.74224, -0.669909, 2.12028
1.74157, -0.66873, 2.11762
1.7409, -0.667563, 2.11499
1.74024, -0.666407, 2.11238
1.73958, -0.665262, 2.10979
1.73893, -0.664127, 2.10723
1.73829, -0.663004, 2.10469
1.73765, -0.661891, 2.10216
1.73701, -0.660789, 2.09966
1.73639, -0.659697, 2.09719
1.73577, -0.658615, 2.09473
1.73515, -0.657543, 2.09229
1.73454, -0.65648, 2.08987
1.73394, -0.655428, 2.08747
1.73334, -0.654385, 2.08509
1.73275, -0.653351, 2.08273
1.73216, -0.652327, 2.08039
1.73157, -0.651312, 2.07807
1.731, -0.650305, 2.07576
1.73042, -0.649308, 2.07347
1.72986, -0.648319, 2.07121
1.72929, -0.647339, 2.06896
1.72873, -0.646367, 2.06672
1.72818, -0.645404, 2.06451
1.72763, -0.644449, 2.06231
1.72709, -0.643502, 2.06012
1.72655, -0.642563, 2.05796
1.72601, -0.641632, 2.05581
1.72548, -0.640709, 2.05367
1.72496, -0.639794, 2.05156
1.72443, -0.638886, 2.04946
1.72391, -0.637985, 2.04737
1.7234, -0.637092, 2.0453
1.72289, -0.636206, 2.04324
1.72239, -0.635328, 2.0412
1.72188, -0.634456, 2.03917
1.72139, -0.633592, 2.03716
1.72089, -0.632734, 2.03516
1.7204, -0.631883, 2.03318
1.71992, -0.631039, 2.03121
1.71943, -0.630201, 2.02925
1.71895, -0.62937, 2.02731
1.71848, -0.628545, 2.02538
1.71801, -0.627727, 2.02347
1.71754, -0.626915, 2.02156
1.71707, -0.626109, 2.01967
1.71661, -0.625309, 2.0178
1.71616, -0.624516, 2.01593
1.7157, -0.623728, 2.01408
1.71525, -0.622946, 2.01224
1.7148, -0.62217, 2.01042
1.71436, -0.6214, 2.0086
1.71392, -0.620635, 2.0068
1.71348, -0.619876, 2.00501
1.71304, -0.619123, 2.00323
1.71261, -0.618375, 2.00146
1.71218, -0.617632, 1.9997
1.71176, -0.616895, 1.99796
1.71133, -0.616163, 1.99622
1.71091, -0.615436, 1.9945
1.7105, -0.614714, 1.99279
1.71008, -0.613997, 1.99109
1.70967, -0.613286, 1.98939
1.70926, -0.612579, 1.98771
1.70886, -0.611877, 1.98604
1.70845, -0.61118, 1.98438
1.70805, -0.610488, 1.98273
1.70765, -0.6098, 1.98109
1.70726, -0.609117, 1.97946
1.70687, -0.608439, 1.97784
1.70648, -0.607765, 1.97623
1.70609, -0.607096, 1.97463
1.7057, -0.606431, 1.97304
1.70532, -0.605771, 1.97146
1.70494, -0.605115, 1.96989
1.70456, -0.604463, 1.96832
1.70419, -0.603816, 1.96677
1.70381, -0.603173, 1.96522
1.70344, -0.602534, 1.96369
1.70308, -0.601899, 1.96216
1.70271, -0.601268, 1.96064
1.70235, -0.600641, 1.95913
1.70198, -0.600018, 1.95763
1.70163, -0.599399, 1.95614
1.70127, -0.598784, 1.95465
1.70091, -0.598172, 1.95318
1.70056, -0.597565, 1.95171
1.70021, -0.596961, 1.95025
1.69986, -0.596361, 1.94879
1.69951, -0.595765, 1.94735
1.69917, -0.595172, 1.94591
1.69883, -0.594583, 1.94449
1.69849, -0.593998, 1.94306
1.69815, -0.593416, 1.94165
1.69781, -0.592837, 1.94025
1.69748, -0.592262, 1.93885
1.69715, -0.591691, 1.93746
1.69682, -0.591122, 1.93607
1.69649, -0.590558, 1.9347
1.69616, -0.589996, 1.93333
1.69584, -0.589438, 1.93197
1.69551, -0.588883, 1.93061
1.69519, -0.588331, 1.92926
1.69487, -0.587782, 1.92792
1.69455, -0.587237, 1.92659
1.69424, -0.586694, 1.92526
1.69392, -0.586155, 1.92394
1.69361, -0.585619, 1.92263
1.6933, -0.585086, 1.92132
1.69299, -0.584555, 1.92002
1.69268, -0.584028, 1.91873
1.69238, -0.583504, 1.91744
1.69207, -0.582982, 1.91616
1.69177, -0.582464, 1.91488
1.69147, -0.581948, 1.91361
1.69117, -0.581435, 1.91235
1.69087, -0.580925, 1.91109
1.69058, -0.580418, 1.90984
1.69028, -0.579913, 1.9086
1.68999, -0.579412, 1.90736
1.6897, -0.578913, 1.90613
1.68941, -0.578416, 1.9049
1.68912, -0.577922, 1.90368
1.68883, -0.577431, 1.90247
1.68855, -0.576942, 1.90126
1.68826, -0.576456, 1.90005
1.68798, -0.575973, 1.89886
1.6877, -0.575492, 1.89766
1.68742, -0.575013, 1.89648
1.68714, -0.574537, 1.89529
1.68686, -0.574064, 1.89412
1.68659, -0.573592, 1.89295
1.68631, -0.573124, 1.89178
1.68604, -0.572657, 1.89062
1.68577, -0.572193, 1.88947
1.6855, -0.571732, 1.88832
1.68523, -0.571272, 1.88717
1.68496, -0.570815, 1.88603
1.68469, -0.57036, 1.8849
1.68443, -0.569908, 1.88377
1.68417, -0.569458, 1.88265
1.6839, -0.56901, 1.88153
1.68364, -0.568564, 1.88041
1.68338, -0.56812, 1.8793
1.68312, -0.567679, 1.8782
1.68286, -0.567239, 1.8771
1.68261, -0.566802, 1.876
1.68235, -0.566367, 1.87491
1.6821, -0.565934, 1.87383
1.68185, -0.565503, 1.87274
1.68159, -0.565074, 1.87167
1.68134, -0.564647, 1.8706
1.68109, -0.564222, 1.86953
1.68085, -0.563799, 1.86847
1.6806, -0.563378, 1.86741
1.68035, -0.56296, 1.86635
1.68011, -0.562543, 1.8653
1.67986, -0.562128, 1.86426
1.67962, -0.561715, 1.86322
1.67938, -0.561303, 1.86218
1.67914, -0.560894, 1.86115
1.6789, -0.560487, 1.86012
1.67866, -0.560081, 1.85909
1.67842, -0.559677, 1.85807
1.67819, -0.559275, 1.85706
1.67795, -0.558875, 1.85604
1.67772, -0.558477, 1.85504
1.67748, -0.55808, 1.85403
1.67725, -0.557686, 1.85303
1.67702, -0.557293, 1.85204
1.67679, -0.556901, 1.85104
1.67656, -0.556512, 1.85006
1.67633, -0.556124, 1.84907
1.6761, -0.555738, 1.84809
1.67588, -0.555354, 1.84711
1.67565, -0.554971, 1.84614
1.67543, -0.55459, 1.84517
1.6752, -0.55421, 1.84421
1.67498, -0.553832, 1.84325
1.67476, -0.553456, 1.84229
1.67454, -0.553082, 1.84133
1.67432, -0.552709, 1.84038
1.6741, -0.552337, 1.83944
1.67388, -0.551967, 1.83849
1.67366, -0.551599, 1.83755
1.67345, -0.551233, 1.83662
1.67323, -0.550867, 1.83568
1.67301, -0.550504, 1.83475
1.6728, -0.550142, 1.83383
1.67259, -0.549781, 1.8329
1.67238, -0.549422, 1.83198
1.67216, -0.549064, 1.83107
1.67195, -0.548708, 1.83016
1.67174, -0.548353, 1.82925
1.67154, -0.548, 1.82834
1.67133, -0.547648, 1.82744
1.67112, -0.547298, 1.82654
1.67091, -0.546949, 1.82564
1.67071, -0.546601, 1.82475
1.6705, -0.546255, 1.82386
1.6703, -0.54591, 1.82297
1.6701, -0.545567, 1.82209
1.66989, -0.545225, 1.82121
1.66969, -0.544884, 1.82033
1.66949, -0.544544, 1.81946
1.66929, -0.544206, 1.81859
1.66909, -0.54387, 1.81772
1.66889, -0.543534, 1.81686
1.66869, -0.5432, 1.81599
1.6685, -0.542868, 1.81513
1.6683, -0.542536, 1.81428
1.66811, -0.542206, 1.81343
1.66791, -0.541877, 1.81258
1.66772, -0.541549, 1.81173
1.66752, -0.541223, 1.81088
1.66733, -0.540898, 1.81004
1.66714, -0.540574, 1.8092
1.66695, -0.540251, 1.80837
1.66676, -0.53993, 1.80754
1.66657, -0.539609, 1.80671
1.66638, -0.53929, 1.80588
1.66619, -0.538972, 1.80505
1.666, -0.538656, 1.80423
1.66581, -0.53834, 1.80341
1.66563, -0.538026, 1.8026
1.66544, -0.537713, 1.80178
1.66525, -0.537401, 1.80097
1.66507, -0.53709, 1.80016
1.66489, -0.53678, 1.79936
1.6647, -0.536472, 1.79855
1.66452, -0.536164, 1.79775
1.66434, -0.535858, 1.79696
1.66416, -0.535553, 1.79616
1.66397, -0.535248, 1.79537
1.66379, -0.534945, 1.79458
1.66361, -0.534644, 1.79379
1.66344, -0.534343, 1.793
1.66326, -0.534043, 1.79222
1.66308, -0.533744, 1.79144
1.6629, -0.533447, 1.79066
1.66273, -0.53315, 1.78989
1.66255, -0.532854, 1.78911
1.66237, -0.53256, 1.78834
1.6622, -0.532266, 1.78758
1.66203, -0.531974, 1.78681
1.66185, -0.531683, 1.78605
1.66168, -0.531392, 1.78529
1.66151, -0.531103, 1.78453
1.66134, -0.530814, 1.78377
1.66116, -0.530527, 1.78302
1.66099, -0.530241, 1.78227
1.66082, -0.529955, 1.78152
1.66065, -0.529671, 1.78077
1.66048, -0.529387, 1.78003
1.66032, -0.529105, 1.77928
1.66015, -0.528823, 1.77854
1.65998, -0.528543, 1.7778
1.65981, -0.528263, 1.77707
1.65965, -0.527984, 1.77634
1.65948, -0.527706, 1.7756
1.65932, -0.52743, 1.77487
1.65915, -0.527154, 1.77415
1.65899, -0.526879, 1.77342
1.65882, -0.526605, 1.7727
1.65866, -0.526331, 1.77198
1.6585, -0.526059, 1.77126
1.65834, -0.525788, 1.77054
1.65817, -0.525517, 1.76983
1.65801, -0.525248, 1.76912
1.65785, -0.524979, 1.76841
1.65769, -0.524711, 1.7677
1.65753, -0.524444, 1.76699
1.65737, -0.524178, 1.76629
1.65722, -0.523913, 1.76559
1.65706, -0.523648, 1.76489
1.6569, -0.523385, 1.76419
1.65674, -0.523122, 1.76349
1.65659, -0.52286, 1.7628
1.65643, -0.522599, 1.76211
1.65627, -0.522339, 1.76142
1.65612, -0.52208, 1.76073
1.65596, -0.521821, 1.76004
1.65581, -0.521563, 1.75936
1.65566, -0.521306, 1.75868
1.6555, -0.52105, 1.758
1.65535, -0.520795, 1.75732
1.6552, -0.520541, 1.75664
1.65505, -0.520287, 1.75597
1.65489, -0.520034, 1.75529
1.65474, -0.519782, 1.75462
1.65459, -0.51953, 1.75395
1.65444, -0.51928, 1.75329
1.65429, -0.51903, 1.75262
1.65414, -0.518781, 1.75196
1.65399, -0.518533, 1.75129
1.65385, -0.518285, 1.75063
1.6537, -0.518038, 1.74998
1.65011, -0.516849, 1.74534
1.64659, -0.515678, 1.74078
1.64312, -0.514524, 1.73627
1.63972, -0.513387, 1.73183
1.63637, -0.512266, 1.72745
1.63309, -0.511162, 1.72314
1.62986, -0.510074, 1.71888
1.62668, -0.509002, 1.71468
1.62355, -0.507945, 1.71054
1.62048, -0.506904, 1.70646
1.61746, -0.505877, 1.70243
1.61449, -0.504866, 1.69845
1.61157, -0.503868, 1.69453
1.6087, -0.502885, 1.69067
1.60587, -0.501915, 1.68685
1.60309, -0.500959, 1.68309
1.60035, -0.500016, 1.67937
1.59766, -0.499086, 1.6757
1.59501, -0.498169, 1.67209
1.5924, -0.497264, 1.66851
1.58983, -0.496372, 1.66499
1.5873, -0.495492, 1.66151
1.58481, -0.494623, 1.65807
1.58236, -0.493766, 1.65468
1.57994, -0.49292, 1.65133
1.57756, -0.492086, 1.64802
1.57522, -0.491262, 1.64475
1.57291, -0.490449, 1.64153
1.57063, -0.489646, 1.63834
1.56839, -0.488853, 1.63519
1.56618, -0.488071, 1.63208
1.564, -0.487298, 1.62901
1.56185, -0.486535, 1.62597
1.55973, -0.485782, 1.62297
1.55764, -0.485037, 1.62
1.55558, -0.484302, 1.61707
1.55355, -0.483576, 1.61417
1.55154, -0.482858, 1.6113
1.54956, -0.482149, 1.60847
1.54761, -0.481449, 1.60567
1.54569, -0.480756, 1.6029
1.54379, -0.480072, 1.60016
1.54191, -0.479396, 1.59746
1.54006, -0.478727, 1.59478
1.53823, -0.478066, 1.59213
1.53643, -0.477413, 1.58951
1.53465, -0.476767, 1.58691
1.53289, -0.476128, 1.58435
1.53115, -0.475496, 1.58181
1.52944, -0.474872, 1.5793
1.52774, -0.474254, 1.57681
1.52607, -0.473642, 1.57435
1.52442, -0.473038, 1.57192
1.52278, -0.47244, 1.56951
1.52117, -0.471848, 1.56712
1.51957, -0.471262, 1.56476
1.51799, -0.470683, 1.56243
1.51644, -0.470109, 1.56011
1.5149, -0.469542, 1.55782
1.51337, -0.46898, 1.55555
1.51187, -0.468424, 1.5533
1.51038, -0.467874, 1.55107
1.50891, -0.467329, 1.54887
1.50745, -0.466789, 1.54668
1.50601, -0.466255, 1.54452
1.50459, -0.465726, 1.54238
1.50318, -0.465203, 1.54025
1.50178, -0.464684, 1.53815
1.5004, -0.46417, 1.53606
1.49904, -0.463662, 1.534
1.49769, -0.463158, 1.53195
1.49636, -0.462659, 1.52992
1.49503, -0.462164, 1.52791
1.49372, -0.461674, 1.52592
1.49243, -0.461189, 1.52394
1.49115, -0.460708, 1.52198
1.48988, -0.460231, 1.52004
1.48862, -0.459759, 1.51812
1.48738, -0.459291, 1.51621
1.48615, -0.458827, 1.51431
1.48493, -0.458368, 1.51244
1.48372, -0.457912, 1.51058
1.48253, -0.45746, 1.50873
1.48134, -0.457013, 1.5069
1.48017, -0.456569, 1.50509
1.47901, -0.456129, 1.50328
1.47785, -0.455692, 1.5015
1.47671, -0.45526, 1.49973
1.47558, -0.454831, 1.49797
1.47446, -0.454405, 1.49623
1.47336, -0.453983, 1.4945
1.47226, -0.453565, 1.49278
1.47117, -0.45315, 1.49108
1.47009, -0.452738, 1.48939
1.46902, -0.45233, 1.48771
1.46796, -0.451925, 1.48605
1.46691, -0.451524, 1.4844
1.46586, -0.451125, 1.48276
1.46483, -0.45073, 1.48113
1.46381, -0.450337, 1.47951
1.46279, -0.449948, 1.47791
1.46179, -0.449562, 1.47632
1.46079, -0.449179, 1.47474
1.4598, -0.448798, 1.47317
1.45882, -0.448421, 1.47162
1.45784, -0.448047, 1.47007
1.45688, -0.447675, 1.46854
1.45592, -0.447306, 1.46702
1.45497, -0.44694, 1.4655
1.45403, -0.446576, 1.464
1.4531, -0.446215, 1.46251
1.45217, -0.445857, 1.46103
1.45125, -0.445502, 1.45956
1.45034, -0.445149, 1.4581
1.44943, -0.444798, 1.45664
1.44853, -0.44445, 1.4552
1.44764, -0.444105, 1.45377
1.44676, -0.443762, 1.45235
1.44588, -0.443421, 1.45094
1.44501, -0.443083, 1.44953
1.44415, -0.442747, 1.44814
1.44329, -0.442413, 1.44676
1.44244, -0.442082, 1.44538
1.44159, -0.441753, 1.44401
1.44076, -0.441426, 1.44265
1.43992, -0.441102, 1.44131
1.4391, -0.440779, 1.43996
1.43828, -0.440459, 1.43863
1.43746, -0.440141, 1.43731
1.43665, -0.439825, 1.43599
1.43585, -0.439511, 1.43468
1.43506, -0.439199, 1.43339
1.43426, -0.438889, 1.43209
1.43348, -0.438582, 1.43081
1.4327, -0.438276, 1.42953
1.43192, -0.437972, 1.42827
1.43115, -0.43767, 1.42701
1.43039, -0.43737, 1.42575
1.42963, -0.437072, 1.42451
1.42888, -0.436775, 1.42327
1.42813, -0.436481, 1.42204
1.42739, -0.436188, 1.42082
1.42665, -0.435898, 1.4196
1.42591, -0.435609, 1.41839
1.42519, -0.435321, 1.41719
1.42446, -0.435036, 1.41599
1.42374, -0.434752, 1.41481
1.42303, -0.43447, 1.41362
1.42232, -0.43419, 1.41245
1.42161, -0.433911, 1.41128
1.42091, -0.433634, 1.41012
1.42022, -0.433359, 1.40896
1.41952, -0.433085, 1.40781
1.41884, -0.432813, 1.40667
1.41815, -0.432542, 1.40554
1.41748, -0.432273, 1.40441
1.4168, -0.432006, 1.40328
1.41613, -0.43174, 1.40216
1.41546, -0.431475, 1.40105
1.4148, -0.431213, 1.39995
1.41415, -0.430951, 1.39885
1.41349, -0.430691, 1.39775
1.41284, -0.430433, 1.39666
1.4122, -0.430176, 1.39558
1.41155, -0.42992, 1.39451
1.41091, -0.429666, 1.39343
1.41028, -0.429413, 1.39237
1.40965, -0.429162, 1.39131
1.40902, -0.428912, 1.39025
1.4084, -0.428663, 1.38921
1.40778, -0.428416, 1.38816
1.40716, -0.42817, 1.38712
1.40655, -0.427925, 1.38609
1.40594, -0.427682, 1.38506
1.40534, -0.42744, 1.38404
1.40473, -0.427199, 1.38302
1.40414, -0.426959, 1.38201
1.40354, -0.426721, 1.381
1.40295, -0.426484, 1.38
1.40236, -0.426248, 1.379
1.40177, -0.426014, 1.37801
1.40119, -0.42578, 1.37702
1.40061, -0.425548, 1.37604
1.40004, -0.425317, 1.37506
1.39947, -0.425087, 1.37408
1.3989, -0.424859, 1.37311
1.39833, -0.424631, 1.37215
1.39777, -0.424405, 1.37119
1.39721, -0.42418, 1.37023
1.39665, -0.423956, 1.36928
1.3961, -0.423733, 1.36833
1.39554, -0.423511, 1.36739
1.395, -0.42329, 1.36645
1.39445, -0.42307, 1.36552
1.39391, -0.422852, 1.36459
1.39337, -0.422634, 1.36367
1.39283, -0.422417, 1.36275
1.3923, -0.422202, 1.36183
1.39177, -0.421987, 1.36092
1.39124, -0.421774, 1.36001
1.39071, -0.421562, 1.3591
1.39019, -0.42135, 1.3582
1.38967, -0.42114, 1.35731
1.38915, -0.42093, 1.35642
1.38863, -0.420722, 1.35553
1.38812, -0.420514, 1.35464
1.38761, -0.420308, 1.35376
1.3871, -0.420102, 1.35289
1.3866, -0.419898, 1.35201
1.3861, -0.419694, 1.35114
1.3856, -0.419491, 1.35028
1.3851, -0.41929, 1.34942
1.3846, -0.419089, 1.34856
1.38411, -0.418889, 1.3477
1.38362, -0.41869, 1.34685
1.38313, -0.418492, 1.34601
1.38264, -0.418294, 1.34516
1.38216, -0.418098, 1.34432
1.38168, -0.417902, 1.34349
1.3812, -0.417708, 1.34265
1.38072, -0.417514, 1.34182
1.38025, -0.417321, 1.341
1.37978, -0.417129, 1.34017
1.37931, -0.416937, 1.33935
1.37884, -0.416747, 1.33854
1.37837, -0.416557, 1.33773
1.37791, -0.416368, 1.33692
1.37745, -0.41618, 1.33611
1.37699, -0.415993, 1.33531
1.37653, -0.415807, 1.33451
1.37608, -0.415621, 1.33371
1.37562, -0.415436, 1.33292
1.37517, -0.415252, 1.33213
1.37472, -0.415069, 1.33134
1.37428, -0.414886, 1.33056
1.37383, -0.414705, 1.32978
1.37339, -0.414524, 1.329
1.37295, -0.414343, 1.32822
1.37251, -0.414164, 1.32745
1.37207, -0.413985, 1.32668
1.37164, -0.413807, 1.32592
1.3712, -0.41363, 1.32515
1.37077, -0.413453, 1.32439
1.37034, -0.413277, 1.32364
1.36992, -0.413102, 1.32288
1.36949, -0.412928, 1.32213
1.36907, -0.412754, 1.32138
1.36864, -0.412581, 1.32064
1.36822, -0.412408, 1.31989
1.3678, -0.412237, 1.31915
1.36739, -0.412066, 1.31841
1.36697, -0.411895, 1.31768
1.36656, -0.411726, 1.31695
1.36615, -0.411557, 1.31622
1.36574, -0.411388, 1.31549
1.36533, -0.411221, 1.31477
1.36492, -0.411054, 1.31405
1.36452, -0.410887, 1.31333
1.36411, -0.410721, 1.31261
1.36371, -0.410556, 1.3119
1.36331, -0.410392, 1.31119
1.36291, -0.410228, 1.31048
1.36252, -0.410065, 1.30977
1.36212, -0.409902, 1.30907
1.36173, -0.40974, 1.30837
1.36134, -0.409579, 1.30767
1.36095, -0.409418, 1.30697
1.36056, -0.409258, 1.30628
1.36017, -0.409098, 1.30559
1.35978, -0.408939, 1.3049
1.3594, -0.408781, 1.30421
1.35902, -0.408623, 1.30353
1.35864, -0.408466, 1.30285
1.35826, -0.408309, 1.30217
1.35788, -0.408153, 1.30149
1.3575, -0.407997, 1.30082
1.35713, -0.407842, 1.30015
1.35675, -0.407688, 1.29948
1.35638, -0.407534, 1.29881
1.35601, -0.407381, 1.29814
1.35564, -0.407228, 1.29748
1.35527, -0.407076, 1.29682
1.3549, -0.406924, 1.29616
1.35888, -0.408071, 1.30001
1.36281, -0.409208, 1.30382
1.36669, -0.410335, 1.30759
1.37053, -0.411452, 1.31133
1.37432, -0.41256, 1.31502
1.37807, -0.413659, 1.31868
1.38177, -0.414748, 1.32231
1.38543, -0.415828, 1.32589
1.38904, -0.416899, 1.32945
1.39262, -0.417961, 1.33296
1.39615, -0.419014, 1.33645
1.39965, -0.420059, 1.3399
1.4031, -0.421094, 1.34331
1.40652, -0.422122, 1.3467
1.40989, -0.42314, 1.35005
1.41323, -0.424151, 1.35337
1.41654, -0.425153, 1.35666
1.4198, -0.426147, 1.35992
1.42303, -0.427134, 1.36314
1.42623, -0.428112, 1.36634
1.42939, -0.429082, 1.36951
1.43252, -0.430045, 1.37265
1.43561, -0.431, 1.37576
1.43867, -0.431948, 1.37884
1.4417, -0.432888, 1.3819
1.4447, -0.433821, 1.38493
1.44766, -0.434747, 1.38793
1.4506, -0.435665, 1.3909
1.4535, -0.436577, 1.39385
1.45638, -0.437482, 1.39677
1.45922, -0.438379, 1.39967
1.46204, -0.43927, 1.40254
1.46483, -0.440154, 1.40539
1.46759, -0.441032, 1.40821
1.47032, -0.441903, 1.41101
1.47303, -0.442768, 1.41378
1.47571, -0.443626, 1.41653
1.47836, -0.444478, 1.41926
1.48099, -0.445323, 1.42197
1.48359, -0.446163, 1.42465
1.48617, -0.446996, 1.42731
1.48872, -0.447824, 1.42995
1.49125, -0.448646, 1.43257
1.49376, -0.449461, 1.43517
1.49624, -0.450271, 1.43775
1.4987, -0.451076, 1.4403
1.50113, -0.451874, 1.44284
1.50355, -0.452668, 1.44535
1.50594, -0.453455, 1.44785
1.50831, -0.454237, 1.45033
1.51066, -0.455014, 1.45278
1.51298, -0.455786, 1.45522
1.51529, -0.456552, 1.45764
1.51758, -0.457313, 1.46004
1.51984, -0.458069, 1.46243
1.52209, -0.45882, 1.46479
1.52431, -0.459566, 1.46714
